tipo,potencia_watts,altura_metros,estado,sensores_luminosidad_lux,sensores_movimiento,sensores_temperatura_c,sensores_humedad_pct,eficiencia_lumens_por_watt,eficiencia_vida_util_restante_pct,registro_fecha_instalacion
Halógena,150,8.47,Encendida,159,False,23.6,75.7,123.14,70.0,2024-05-06
Halógena,150,8.45,Encendida,89,False,31.2,60.9,90.76,84.2,2024-11-29
Halógena,50,6.5,Encendida,254,False,24.3,46.5,107.33,84.9,2025-05-19
Incandescente,150,9.69,Apagada,181,False,21.0,68.8,109.89,53.4,2024-01-22
Incandescente,150,9.71,Encendida,170,True,25.0,64.1,100.89,31.5,2025-02-28
Led,150,9.26,Encendida,74,True,28.0,45.1,110.56,53.3,2025-02-06
Halógena,100,9.1,Fallando,215,False,26.9,40.5,127.19,59.5,2023-11-02
Halógena,50,6.38,Fallando,85,False,25.9,75.8,107.97,41.2,2024-03-27
Halógena,150,7.47,Apagada,108,True,23.5,44.3,107.37,83.9,2025-05-07
Incandescente,100,7.85,Apagada,286,False,21.7,60.8,94.09,85.2,2023-11-29
Led,50,7.72,Encendida,102,True,30.3,63.1,97.47,72.9,2024-10-01
Led,100,9.88,Encendida,209,False,25.1,70.8,117.75,84.1,2024-06-02
Halógena,100,9.36,Encendida,145,True,30.0,44.0,105.26,49.2,2024-11-04
Halógena,100,9.4,Apagada,162,False,33.4,62.2,102.21,66.5,2025-02-17
Incandescente,100,7.71,Apagada,271,True,22.5,49.4,117.85,57.0,2025-04-22
Halógena,150,9.62,Apagada,252,False,30.4,74.3,98.18,52.7,2024-11-11
Led,50,9.33,Apagada,246,True,22.5,77.5,92.97,67.6,2024-12-08
Halógena,50,9.86,Fallando,126,True,23.3,64.9,108.38,49.2,2024-12-14
Halógena,100,9.1,Encendida,124,False,25.3,47.2,116.4,35.7,2023-12-16
Led,50,8.42,Fallando,254,True,24.2,60.6,125.48,57.6,2024-08-21
Led,75,7.78,Encendida,165,False,26.5,48.8,115.12,84.6,2024-05-26
Led,100,6.33,Apagada,124,True,29.6,43.1,94.79,76.2,2023-07-02
Led,50,7.45,Encendida,188,True,27.4,62.1,126.56,55.0,2023-09-11
Led,50,6.12,Fallando,78,True,24.9,45.7,125.62,61.1,2025-05-04
Led,100,9.4,Encendida,155,True,34.7,43.6,126.38,86.5,2024-08-07
Halógena,100,8.77,Encendida,237,False,33.2,58.9,121.92,89.7,2025-02-09
Halógena,100,9.34,Encendida,225,True,20.7,62.8,114.14,47.9,2024-02-09
Led,75,7.27,Encendida,263,False,23.3,50.9,124.7,33.7,2025-03-03
Halógena,100,6.6,Encendida,89,False,31.6,68.1,124.29,50.2,2025-05-20
Led,50,6.67,Apagada,222,True,31.0,77.0,92.76,62.9,2025-03-29
Led,150,6.54,Apagada,103,True,24.8,76.9,113.6,65.4,2025-04-11
Led,50,8.21,Encendida,133,True,29.1,70.2,107.39,51.4,2024-08-22
Led,75,6.83,Encendida,105,True,24.4,49.6,96.36,76.6,2023-08-05
Incandescente,100,7.99,Apagada,265,True,30.2,61.0,99.68,39.1,2023-10-19
Led,50,7.02,Apagada,87,True,29.5,70.6,91.91,84.4,2025-06-21
Incandescente,75,9.49,Encendida,150,True,33.1,74.5,100.82,37.4,2024-04-13
Led,50,8.99,Apagada,221,True,20.2,43.0,99.19,78.1,2024-03-16
Incandescente,50,7.55,Encendida,253,False,25.6,51.6,109.19,46.0,2024-04-13
Halógena,150,6.36,Apagada,51,False,34.0,56.0,93.75,89.8,2023-12-21
Halógena,100,9.41,Apagada,211,True,29.5,47.9,119.96,88.2,2025-06-15
Led,50,9.43,Encendida,197,True,34.1,41.2,117.69,33.8,2025-04-11
Halógena,75,9.0,Encendida,294,True,32.8,64.8,91.29,38.1,2024-01-22
Halógena,50,6.77,Fallando,288,False,25.6,51.9,106.01,73.2,2024-12-28
Halógena,75,8.41,Fallando,66,False,27.4,73.9,111.89,89.8,2025-04-15
Led,150,8.46,Encendida,94,True,26.1,76.5,95.06,57.2,2024-12-14
Halógena,50,6.08,Encendida,73,False,29.5,44.9,97.3,34.3,2025-05-17
Incandescente,50,6.46,Encendida,133,True,34.6,52.2,106.59,37.8,2025-01-24
Halógena,150,6.12,Encendida,173,False,22.5,51.4,92.83,85.1,2023-12-25
Halógena,100,6.83,Encendida,200,False,26.4,74.5,111.08,49.3,2024-07-08
Halógena,150,9.83,Fallando,111,True,26.1,62.9,127.85,88.9,2023-12-03
Halógena,75,6.39,Encendida,97,True,31.4,59.7,119.38,50.6,2024-08-29
Incandescente,50,6.88,Encendida,208,False,21.4,44.6,124.36,39.9,2023-07-05
Incandescente,75,8.86,Apagada,235,True,24.9,47.1,112.42,37.0,2023-10-18
Led,50,6.83,Encendida,89,True,25.1,65.4,123.63,85.7,2023-09-22
Halógena,75,9.69,Apagada,169,True,29.4,79.2,94.38,83.5,2025-04-22
Incandescente,75,7.81,Apagada,237,True,34.0,41.4,94.81,40.9,2024-10-24
Incandescente,50,7.3,Apagada,250,True,29.3,71.7,128.07,80.1,2023-06-28
Led,75,7.35,Encendida,158,False,29.8,64.6,119.48,43.6,2025-03-11
Halógena,100,7.1,Encendida,263,True,29.9,50.9,119.31,72.6,2024-09-17
Halógena,50,7.25,Encendida,199,False,21.9,62.4,129.83,49.1,2024-07-19
Halógena,150,9.82,Fallando,184,True,32.6,43.8,108.13,65.4,2023-10-04
Halógena,75,9.8,Encendida,111,False,26.2,68.3,101.51,79.5,2024-12-12
Halógena,100,6.84,Apagada,71,False,22.7,40.6,121.62,65.5,2025-04-24
Halógena,150,9.8,Apagada,224,True,21.3,52.5,90.17,84.0,2024-01-16
Halógena,150,9.92,Fallando,173,True,31.3,58.4,92.81,70.8,2024-12-26
Halógena,75,6.3,Encendida,199,False,29.3,58.7,107.78,72.7,2024-04-25
Halógena,100,6.82,Encendida,103,True,20.2,75.1,95.77,37.1,2023-12-07
Led,100,8.79,Apagada,141,True,30.1,41.5,126.54,51.8,2024-04-14
Halógena,75,7.5,Encendida,258,True,26.0,76.6,126.05,63.5,2024-09-03
Halógena,150,8.25,Encendida,73,False,25.1,59.4,116.1,56.9,2024-01-30
Led,75,6.93,Encendida,242,False,27.4,68.2,124.8,33.0,2025-03-15
Halógena,150,6.9,Encendida,157,True,34.8,55.3,95.99,83.5,2023-11-26
Led,150,7.96,Apagada,284,False,20.2,56.0,94.57,45.9,2024-10-22
Incandescente,150,8.55,Encendida,296,False,33.9,71.2,103.48,77.0,2024-05-16
Incandescente,75,7.4,Apagada,51,False,26.7,65.4,123.34,87.8,2024-09-26
Halógena,50,7.47,Encendida,107,False,34.9,78.6,125.8,86.9,2024-02-26
Halógena,150,9.8,Fallando,199,False,23.0,78.8,118.94,49.0,2024-09-11
Halógena,100,8.35,Encendida,179,True,20.8,70.2,97.2,62.2,2023-08-14
Led,150,8.01,Encendida,160,False,24.6,59.6,104.35,78.7,2024-12-31
Halógena,75,6.33,Encendida,180,False,32.2,70.5,112.42,86.4,2024-04-23
Halógena,100,8.12,Encendida,175,True,31.6,48.7,120.38,63.7,2024-05-06
Incandescente,100,7.1,Encendida,116,True,28.9,62.0,93.54,63.3,2025-05-17
Incandescente,150,9.45,Apagada,298,False,32.8,47.9,122.78,40.5,2024-06-03
Incandescente,50,8.41,Apagada,239,True,23.5,64.1,119.01,54.6,2025-04-01
Halógena,150,6.39,Encendida,248,False,33.5,65.7,119.34,78.7,2024-05-09
Halógena,50,8.68,Fallando,82,True,26.5,57.5,122.62,44.8,2024-02-09
Incandescente,50,9.92,Apagada,273,True,34.1,49.3,90.02,89.9,2024-10-25
Incandescente,150,7.53,Encendida,166,False,28.5,73.8,108.98,39.1,2025-06-09
Halógena,150,6.77,Encendida,227,True,34.0,72.8,127.57,69.7,2023-08-03
Halógena,75,7.0,Encendida,97,False,30.1,41.2,92.15,89.7,2024-01-23
Led,75,9.15,Encendida,293,True,32.6,43.7,95.44,68.8,2023-12-20
Incandescente,150,7.21,Apagada,298,True,21.3,70.3,114.88,78.3,2024-05-23
Halógena,150,8.83,Encendida,246,True,31.9,71.3,120.15,76.3,2023-07-19
Led,50,7.69,Apagada,284,False,28.1,40.3,123.24,72.9,2024-09-06
Halógena,50,9.8,Apagada,148,False,31.0,74.0,122.46,39.7,2023-07-27
Halógena,100,9.47,Fallando,71,True,22.4,67.0,124.09,66.6,2024-09-13
Incandescente,50,6.17,Fallando,174,False,21.9,43.9,113.08,41.6,2025-01-05
Incandescente,100,6.63,Encendida,91,False,26.6,66.9,123.97,44.2,2023-12-23
Incandescente,100,7.35,Encendida,79,False,25.2,48.5,105.66,61.1,2025-02-06
Halógena,150,7.76,Apagada,63,False,26.2,62.1,120.36,48.0,2024-09-22
Led,75,9.83,Apagada,112,False,26.4,68.6,128.68,52.1,2024-06-03
Incandescente,75,9.18,Fallando,77,True,29.3,79.4,116.29,62.9,2024-04-14
Incandescente,50,7.06,Fallando,253,True,31.4,44.6,119.41,85.1,2024-01-26
Led,50,8.81,Apagada,108,False,21.2,46.8,129.89,47.6,2023-12-16
Led,100,8.08,Apagada,267,True,23.3,78.5,103.53,87.3,2023-12-12
Incandescente,100,6.55,Fallando,237,False,21.7,71.6,122.25,60.4,2024-05-01
Halógena,50,6.07,Encendida,90,True,24.3,72.0,102.91,55.3,2024-01-09
Incandescente,150,9.42,Apagada,250,False,22.0,54.2,97.51,40.6,2024-06-24
Incandescente,75,8.57,Fallando,85,True,24.8,67.8,125.62,86.0,2025-06-06
Halógena,50,9.02,Encendida,105,True,27.8,62.7,94.0,42.1,2024-05-04
Halógena,100,7.87,Fallando,150,False,27.8,50.4,100.58,70.5,2025-02-26
Halógena,150,9.0,Encendida,177,False,25.0,56.1,105.16,76.8,2024-05-09
Led,100,9.1,Apagada,70,True,33.4,40.2,103.29,44.4,2024-03-19
Led,100,9.57,Encendida,215,False,33.5,77.8,121.56,56.4,2024-08-18
Led,50,9.15,Encendida,80,False,20.3,78.4,108.05,66.3,2023-11-07
Halógena,150,6.84,Apagada,155,False,24.9,46.0,115.54,79.3,2023-11-24
Halógena,75,9.62,Fallando,142,True,24.4,46.3,92.86,74.7,2024-11-20
Halógena,150,6.95,Encendida,120,True,32.0,57.3,94.35,46.0,2025-02-27
Halógena,50,7.95,Encendida,118,False,22.6,57.0,122.23,71.1,2024-03-20
Halógena,50,8.14,Apagada,185,True,25.8,61.3,90.93,70.6,2024-09-07
Incandescente,100,6.77,Encendida,300,True,25.7,63.4,107.61,54.2,2023-11-05
Halógena,150,8.13,Apagada,248,True,29.0,75.6,110.35,80.2,2023-07-06
Halógena,50,7.42,Encendida,135,True,34.2,70.5,114.63,39.5,2024-02-17
Halógena,50,9.95,Encendida,86,False,33.5,66.6,107.39,51.9,2024-12-01
Halógena,150,8.66,Fallando,98,True,30.6,69.2,96.81,76.7,2023-09-04
Halógena,75,8.13,Fallando,233,False,25.3,77.7,110.68,44.6,2024-05-17
Led,100,8.74,Apagada,87,True,30.9,46.0,114.98,71.4,2023-08-07
Halógena,150,7.1,Fallando,101,False,30.1,70.1,100.7,83.3,2023-09-21
Led,100,6.97,Apagada,253,False,31.5,65.4,109.92,44.7,2023-12-26
Incandescente,150,8.91,Encendida,217,True,21.3,77.3,99.77,62.3,2024-09-14
Halógena,50,6.52,Apagada,71,False,31.4,43.0,106.68,36.3,2025-02-03
Halógena,150,7.2,Encendida,200,True,27.3,63.7,118.36,45.9,2024-10-13
Halógena,100,7.11,Encendida,143,True,20.1,49.2,124.52,55.4,2024-10-26
Incandescente,150,9.45,Encendida,269,True,20.3,52.3,117.89,38.3,2023-10-12
Halógena,75,8.85,Apagada,236,False,21.3,45.5,115.47,54.5,2024-10-06
Incandescente,100,7.04,Fallando,201,True,23.8,51.0,105.26,89.6,2023-11-17
Incandescente,100,9.84,Encendida,240,True,32.1,73.5,115.38,58.1,2023-08-25
Halógena,150,6.83,Encendida,79,True,21.7,77.5,91.76,64.9,2024-07-19
Halógena,100,8.69,Fallando,173,True,30.4,63.6,126.62,46.8,2025-01-06
Incandescente,75,7.14,Apagada,205,False,32.4,52.1,107.9,44.9,2023-12-18
Led,50,8.86,Apagada,243,True,21.6,48.4,115.34,56.8,2024-04-24
Halógena,50,6.37,Apagada,137,False,20.8,79.7,129.58,35.1,2024-07-12
Halógena,150,9.26,Encendida,259,False,22.0,66.3,118.81,83.5,2025-02-06
Halógena,50,9.3,Fallando,233,False,33.2,63.0,109.93,35.1,2025-05-22
Incandescente,75,8.83,Apagada,207,True,34.8,70.9,129.37,37.1,2024-11-21
Halógena,100,6.17,Apagada,214,True,32.3,55.7,113.6,87.1,2024-08-15
Led,150,7.68,Apagada,180,False,29.0,43.5,94.4,43.7,2023-12-12
Led,50,6.41,Encendida,60,True,34.8,53.3,121.48,42.6,2024-04-06
Incandescente,150,7.59,Encendida,239,True,27.3,55.0,113.27,70.7,2023-07-05
Halógena,100,8.37,Encendida,138,True,31.1,79.3,109.46,77.7,2024-01-26
Led,75,9.86,Encendida,174,False,21.9,46.8,119.06,32.4,2024-02-05
Incandescente,150,8.38,Apagada,138,True,22.4,78.3,111.85,31.1,2023-08-04
Halógena,150,6.08,Apagada,151,True,24.5,40.4,126.18,48.7,2024-01-13
Incandescente,100,6.81,Fallando,192,True,29.2,68.6,104.07,70.7,2023-06-27
Incandescente,75,7.36,Apagada,157,False,21.6,45.2,100.26,46.5,2024-10-22
Led,50,6.35,Encendida,210,False,29.4,43.8,115.1,53.2,2025-02-07
Led,150,6.53,Apagada,53,True,22.7,49.3,92.22,79.3,2024-06-22
Halógena,100,6.19,Apagada,203,True,24.4,52.9,99.96,77.9,2025-03-22
Halógena,50,7.87,Apagada,65,False,20.3,44.2,127.52,32.7,2025-01-21
Halógena,50,9.91,Fallando,165,True,30.4,67.3,98.02,88.1,2023-08-12
Halógena,50,9.36,Apagada,252,False,25.5,41.0,117.85,52.4,2024-12-29
Halógena,100,7.68,Encendida,244,False,33.4,54.3,127.77,76.7,2025-05-04
Halógena,75,8.68,Apagada,145,False,23.8,52.6,94.5,59.7,2025-04-24
Halógena,150,7.83,Fallando,130,True,31.9,63.0,122.53,67.9,2024-07-06
Halógena,100,8.11,Encendida,84,False,20.2,54.1,128.01,75.5,2024-11-30
Halógena,50,6.53,Encendida,249,True,31.4,57.2,107.52,47.6,2024-09-15
Incandescente,50,8.69,Encendida,289,False,20.7,72.2,124.75,65.0,2023-12-22
Halógena,100,8.03,Encendida,185,False,27.1,77.0,122.66,31.3,2025-05-29
Led,50,7.71,Encendida,281,False,21.8,58.3,90.22,42.1,2024-09-02
Led,100,7.47,Apagada,172,True,26.1,71.3,113.32,36.5,2024-05-26
Halógena,150,8.69,Encendida,276,False,27.4,61.7,114.6,52.8,2025-01-25
Led,50,7.71,Fallando,96,False,30.0,42.2,103.33,52.3,2024-06-11
Halógena,100,8.8,Apagada,147,True,27.7,77.0,116.08,71.3,2024-04-17
Incandescente,150,6.9,Apagada,136,False,22.4,67.6,116.16,76.8,2023-10-05
Halógena,75,6.78,Apagada,164,True,27.5,44.3,97.99,65.6,2024-11-27
Incandescente,150,7.61,Fallando,194,False,32.5,53.8,95.49,60.5,2024-08-17
Incandescente,150,8.83,Apagada,198,True,32.9,66.0,129.12,67.1,2025-02-13
Halógena,75,7.97,Encendida,80,True,32.0,56.4,107.92,34.4,2024-02-10
Halógena,75,6.22,Apagada,210,True,20.7,44.8,106.33,56.1,2025-03-06
Incandescente,150,9.41,Fallando,293,True,34.3,71.8,127.98,79.4,2024-03-26
Halógena,100,9.11,Apagada,208,False,26.4,56.5,121.45,54.5,2023-07-11
Halógena,150,9.42,Encendida,223,False,20.3,73.8,126.27,69.7,2024-08-05
Halógena,75,7.85,Apagada,118,False,20.3,40.5,127.63,73.9,2024-01-16
Halógena,75,8.39,Apagada,234,False,20.8,76.0,116.34,86.1,2023-11-17
Halógena,100,6.78,Encendida,92,False,32.6,68.8,94.98,87.9,2024-09-10
Halógena,100,6.87,Encendida,177,False,20.9,74.9,114.23,37.8,2024-01-21
Led,75,8.52,Fallando,178,False,29.8,67.7,98.09,85.0,2023-08-04
Halógena,75,9.19,Apagada,79,True,26.1,71.3,106.91,67.3,2023-11-08
Halógena,50,7.32,Encendida,86,True,25.8,42.2,105.45,63.7,2023-11-05
Halógena,150,6.03,Encendida,252,False,24.0,56.2,101.79,44.1,2024-05-10
Incandescente,50,9.59,Encendida,51,False,27.7,73.7,129.76,77.3,2023-09-20
Halógena,50,6.77,Apagada,157,True,25.4,67.7,108.51,85.3,2024-02-12
Incandescente,150,6.91,Encendida,221,True,23.2,75.3,105.38,54.2,2025-04-30
Halógena,150,7.45,Apagada,108,False,32.8,43.6,118.21,76.3,2025-05-28
Halógena,75,8.32,Encendida,123,False,32.4,72.9,96.0,30.0,2024-05-17
Halógena,75,9.27,Apagada,245,False,30.3,53.1,106.42,59.9,2023-08-08
Incandescente,150,6.8,Encendida,292,True,23.8,58.7,96.91,76.7,2024-10-19
Halógena,50,8.08,Fallando,152,False,22.5,41.0,111.95,59.2,2023-08-20
Incandescente,150,9.46,Apagada,194,True,25.6,42.0,94.9,31.6,2024-12-03
Halógena,75,8.29,Apagada,243,False,30.6,70.1,101.52,89.6,2024-11-16
Halógena,100,9.31,Encendida,238,True,26.9,53.4,117.32,67.2,2025-01-09
Incandescente,50,9.72,Apagada,51,True,26.2,59.4,90.34,45.9,2024-01-30
Incandescente,50,7.0,Apagada,126,True,30.9,61.4,126.4,50.7,2025-05-05
Halógena,150,8.74,Encendida,280,True,23.8,44.3,99.68,79.6,2023-11-22
Halógena,50,7.3,Encendida,203,True,22.2,74.6,91.28,77.1,2024-09-05
Halógena,75,7.65,Encendida,212,True,31.2,42.9,91.9,59.7,2025-03-17
Incandescente,75,6.41,Apagada,66,True,22.3,67.2,128.98,67.4,2025-04-30
Halógena,100,9.16,Encendida,84,False,28.6,79.3,99.03,52.9,2025-02-01
Halógena,150,6.29,Fallando,250,False,34.8,70.3,118.95,31.1,2024-10-30
Incandescente,150,6.13,Encendida,150,False,26.4,64.3,126.19,59.5,2023-11-15
Halógena,100,8.18,Apagada,240,False,23.2,76.1,120.0,36.5,2025-05-27
Incandescente,150,8.39,Apagada,178,True,35.0,49.7,103.82,38.1,2024-12-15
Incandescente,100,8.73,Encendida,258,False,32.4,77.3,101.61,68.5,2023-07-25
Halógena,75,9.93,Fallando,153,True,27.1,43.2,122.45,41.4,2024-11-01
Led,150,8.49,Fallando,201,False,21.5,41.2,116.07,80.9,2024-02-18
Incandescente,100,7.12,Encendida,127,True,21.9,69.8,112.14,34.3,2023-10-13
Incandescente,50,8.09,Encendida,271,False,23.4,54.6,125.82,48.1,2024-07-26
Halógena,50,8.31,Apagada,281,False,29.4,40.8,109.88,62.7,2024-01-24
Halógena,75,9.32,Encendida,111,False,25.5,62.3,98.3,52.1,2023-06-29
Halógena,75,9.25,Apagada,66,False,22.8,54.1,111.05,40.0,2025-01-14
Incandescente,75,8.85,Encendida,97,False,32.8,48.9,95.8,36.1,2024-12-10
Led,75,8.18,Encendida,171,True,24.6,49.2,124.33,83.8,2024-02-11
Led,100,6.1,Apagada,263,True,20.8,56.4,118.6,62.8,2024-08-26
Halógena,100,8.93,Encendida,257,True,25.5,59.1,115.36,85.8,2024-01-15
Halógena,50,6.42,Encendida,151,False,32.6,40.8,121.01,66.4,2025-02-01
Incandescente,150,6.03,Apagada,191,False,20.2,79.1,99.99,52.0,2025-03-24
Incandescente,75,6.06,Apagada,203,False,27.3,69.5,118.57,44.1,2023-12-02
Incandescente,75,6.34,Encendida,163,True,29.4,67.2,99.3,80.5,2024-06-21
Halógena,50,8.14,Apagada,81,True,26.2,74.2,114.18,88.6,2024-09-10
Halógena,75,6.54,Encendida,51,True,32.3,42.3,109.44,47.7,2023-10-25
Halógena,50,7.94,Apagada,175,True,28.8,71.7,103.78,79.1,2023-12-06
Incandescente,50,8.76,Apagada,284,True,32.5,69.1,101.91,64.0,2024-10-05
Incandescente,150,6.67,Encendida,133,False,22.4,64.4,116.69,48.1,2023-09-15
Incandescente,50,8.22,Encendida,67,True,28.2,61.9,90.35,66.0,2024-09-23
Halógena,100,6.59,Encendida,78,True,33.3,40.5,119.05,60.0,2024-09-18
Led,75,7.26,Encendida,226,True,30.4,76.4,104.54,68.6,2024-11-06
Halógena,150,8.39,Encendida,237,False,27.2,40.8,127.65,58.7,2024-04-11
Incandescente,150,7.13,Encendida,147,False,30.7,60.1,125.24,36.6,2024-11-09
Halógena,50,6.96,Encendida,298,False,22.6,46.8,103.88,57.3,2024-07-11
Halógena,150,8.88,Encendida,200,False,31.1,76.1,108.87,77.6,2025-01-18
Halógena,150,7.84,Encendida,156,False,34.9,40.1,106.21,88.2,2023-09-25
Halógena,75,7.31,Fallando,216,True,30.6,50.3,119.37,52.6,2024-06-06
Incandescente,50,8.85,Apagada,181,False,30.3,74.2,102.49,31.0,2024-05-25
Halógena,100,8.57,Encendida,216,True,31.7,78.9,93.0,83.6,2024-08-07
Halógena,150,9.97,Apagada,268,False,26.7,76.7,122.6,47.0,2024-09-21
Incandescente,50,6.01,Encendida,294,False,25.9,74.4,102.75,53.6,2023-08-03
Halógena,100,7.67,Apagada,193,False,29.8,52.0,101.74,81.4,2024-03-15
Halógena,75,9.96,Apagada,89,False,20.0,76.6,114.94,57.0,2024-10-23
Incandescente,50,7.81,Fallando,134,False,27.8,64.3,125.28,73.4,2023-12-01
Incandescente,150,7.46,Apagada,223,False,26.1,79.6,115.13,88.5,2023-09-17
Incandescente,150,9.0,Fallando,130,True,25.3,78.5,110.71,35.7,2025-06-04
Incandescente,75,9.01,Encendida,271,True,24.1,52.2,114.08,61.8,2025-05-28
Halógena,50,6.08,Fallando,229,True,33.0,66.0,120.75,88.5,2024-04-28
Halógena,75,7.54,Encendida,91,True,32.2,47.7,111.69,65.8,2024-03-24
Led,75,9.96,Fallando,217,True,27.9,63.5,124.78,33.6,2025-01-08
Incandescente,100,6.8,Apagada,154,False,25.0,60.9,90.71,49.2,2025-01-08
Incandescente,75,8.07,Apagada,117,False,22.3,58.0,109.9,61.7,2024-05-21
Halógena,75,7.69,Encendida,50,True,26.3,56.6,114.08,75.1,2024-05-20
Led,100,7.65,Fallando,170,True,25.4,63.8,99.62,54.9,2024-05-09
Halógena,75,9.69,Encendida,219,True,34.2,41.0,98.89,78.0,2024-02-28
Incandescente,50,8.8,Fallando,285,True,30.6,64.5,114.82,32.0,2024-07-17
Incandescente,50,6.68,Encendida,92,True,20.6,67.0,99.95,52.3,2023-08-25
Led,150,8.35,Encendida,123,False,26.2,58.2,129.95,34.9,2024-01-26
Halógena,50,7.16,Fallando,82,False,27.7,74.9,105.75,32.1,2024-08-07
Halógena,150,6.1,Apagada,257,True,34.0,46.2,127.06,47.9,2024-05-15
Halógena,150,6.94,Apagada,299,False,26.2,42.3,98.44,67.6,2025-01-04
Halógena,150,8.89,Encendida,235,False,25.6,55.9,128.0,59.3,2024-06-05
Halógena,100,6.98,Encendida,213,False,23.1,73.2,106.16,78.3,2024-08-30
Incandescente,100,6.53,Encendida,272,False,20.6,56.5,112.93,73.0,2024-05-19
Halógena,150,7.99,Apagada,263,True,23.2,79.0,124.16,58.6,2024-06-16
Incandescente,75,7.59,Encendida,267,False,27.7,76.9,105.25,85.3,2024-11-10
Halógena,100,8.24,Encendida,208,False,34.2,44.6,97.46,69.1,2024-03-04
Incandescente,50,6.89,Encendida,118,False,24.0,63.5,98.98,32.7,2024-10-08
Halógena,100,6.5,Encendida,133,True,22.6,58.5,114.0,83.6,2024-02-15
Led,75,7.77,Fallando,84,False,20.8,52.4,120.26,35.2,2024-11-02
Incandescente,150,7.18,Encendida,90,False,25.8,79.2,96.5,87.2,2024-02-22
Halógena,75,8.75,Encendida,272,False,24.0,72.4,97.36,87.6,2024-04-07
Incandescente,150,7.23,Encendida,285,True,31.4,49.6,127.59,42.6,2024-03-19
Halógena,150,8.7,Fallando,258,True,29.4,79.0,115.47,54.7,2024-03-21
Halógena,100,6.31,Apagada,58,False,30.6,46.1,97.9,75.0,2024-02-23
Halógena,100,9.03,Fallando,183,True,34.7,50.8,98.96,88.7,2024-02-01
Halógena,50,8.17,Fallando,296,False,31.9,72.1,94.84,84.8,2025-03-13
Halógena,75,6.29,Fallando,109,False,23.0,58.7,117.09,30.3,2025-06-22
Halógena,150,8.59,Apagada,284,True,33.9,43.6,91.72,82.6,2025-03-08
Led,50,9.15,Apagada,270,False,32.6,44.6,116.9,75.2,2023-11-04
Halógena,150,6.24,Fallando,115,True,25.6,59.0,105.05,71.9,2024-07-26
Led,100,9.47,Encendida,278,False,30.8,68.1,125.32,69.6,2024-08-26
Halógena,150,8.06,Apagada,225,True,30.2,58.5,94.7,55.7,2024-08-04
Incandescente,75,8.31,Encendida,215,True,20.9,50.8,127.05,37.6,2024-05-01
Halógena,100,6.99,Encendida,63,True,27.9,48.8,120.74,87.8,2024-12-13
Led,75,6.81,Fallando,129,False,29.7,57.7,126.28,37.0,2024-06-01
Incandescente,100,7.94,Encendida,226,False,23.5,75.2,107.73,35.7,2024-04-28
Incandescente,75,6.08,Fallando,168,False,28.3,62.0,123.62,59.3,2023-08-02
Halógena,100,6.2,Encendida,274,False,28.3,44.6,101.84,58.5,2023-12-04
Led,50,7.38,Apagada,251,False,26.8,72.4,113.68,62.1,2025-04-05
Halógena,100,8.68,Fallando,148,True,25.2,44.2,117.57,35.3,2024-08-17
Halógena,75,6.78,Encendida,135,False,22.9,75.3,97.27,64.8,2024-07-31
Halógena,100,9.64,Encendida,59,True,30.1,76.7,116.48,89.9,2025-01-13
Halógena,150,9.37,Encendida,131,True,24.1,64.3,115.86,34.7,2024-07-11
Halógena,75,8.46,Apagada,271,False,29.4,48.4,117.44,73.9,2023-09-30
Incandescente,75,6.83,Apagada,96,False,20.4,67.3,97.37,46.4,2024-02-03
Halógena,75,8.93,Apagada,207,True,31.7,68.1,128.32,61.5,2024-11-20
Incandescente,75,7.69,Apagada,263,True,25.9,51.4,127.35,70.8,2025-05-22
Led,50,9.98,Encendida,138,True,20.4,78.4,107.67,42.6,2023-09-02
Halógena,100,8.05,Apagada,297,True,34.6,60.5,100.37,38.5,2024-10-08
Halógena,50,6.91,Encendida,212,False,33.6,40.5,124.02,58.2,2024-12-22
Incandescente,150,6.59,Apagada,96,True,33.8,73.6,120.22,30.0,2024-09-30
Incandescente,150,9.36,Fallando,218,True,23.5,78.3,108.03,60.9,2024-08-05
Halógena,150,7.49,Fallando,217,False,24.5,53.7,102.51,31.3,2024-11-22
Halógena,75,7.23,Fallando,111,False,32.9,68.8,115.66,61.7,2024-07-24
Halógena,75,9.42,Encendida,261,True,25.9,67.3,109.75,85.1,2025-06-12
Halógena,50,7.36,Encendida,117,True,29.9,43.7,99.9,52.2,2025-05-15
Halógena,100,7.34,Apagada,263,True,20.6,65.9,113.52,39.8,2025-06-10
Halógena,50,8.96,Apagada,120,False,28.1,51.4,109.71,61.9,2025-05-15
Led,100,8.2,Encendida,218,False,26.4,50.6,104.15,60.6,2024-04-28
Incandescente,75,8.42,Apagada,117,False,33.2,67.2,100.7,44.9,2025-03-27
Incandescente,50,9.11,Apagada,73,False,21.0,61.7,111.43,46.9,2025-06-07
Led,100,8.31,Apagada,250,False,32.1,62.8,113.93,70.2,2023-10-24
Halógena,50,7.54,Encendida,101,True,24.0,54.0,118.17,58.0,2025-05-22
Incandescente,100,7.94,Encendida,224,False,28.3,64.5,124.57,64.7,2023-08-17
Halógena,100,7.69,Encendida,198,True,30.8,65.2,110.97,57.5,2025-03-09
Halógena,100,6.59,Encendida,71,False,23.2,49.7,100.41,74.0,2023-08-15
Halógena,100,6.93,Apagada,294,True,31.1,57.8,103.48,67.1,2024-01-27
